timestamp,date,time,portfolio_value,cash,positions,pnl,daily_pnl
20221109 10:20:59,20221109,10:20:59,497948.966770076,497399.216770076,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2051.0332299239817,-24.35790134326089
20221109 10:21:59,20221109,10:21:59,497946.73376926803,497388.333769268,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018300CE:1; NIFTY22111018300PE:1,-2053.2662307319697,-26.590902151248883
20221109 10:22:59,20221109,10:22:59,497952.77038514405,497399.02038514405,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2047.2296148559544,-20.554286275233608
20221109 10:23:59,20221109,10:23:59,497947.38477427204,497387.33477427205,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018300CE:1; NIFTY22111018300PE:1,-2052.615225727961,-25.939897147240117
20221109 10:24:59,20221109,10:24:59,497948.3850593401,497387.1350593401,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018300CE:1; NIFTY22111018300PE:1,-2051.6149406598997,-24.939612079178914
20221109 10:25:59,20221109,10:25:59,497949.6437352161,497397.29373521614,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2050.3562647838844,-23.680936203163583
20221109 10:26:59,20221109,10:26:59,497947.74373521615,497397.29373521614,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2052.2562647838495,-25.58093620312866
20221109 10:27:59,20221109,10:27:59,497946.8937352161,497397.29373521614,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2053.1062647838844,-26.430936203163583
20221109 10:28:59,20221109,10:28:59,497935.188402848,497365.63840284804,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2064.811597151973,-38.136268571252
20221109 10:29:59,20221109,10:29:59,497935.93253774,497361.28253773996,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2064.06746226002,-37.39213367929915
20221109 10:30:59,20221109,10:30:59,497933.03253773996,497361.28253773996,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2066.9674622600432,-40.29213367932243
20221109 10:31:59,20221109,10:31:59,497936.46654771594,497357.96654771594,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2063.5334522840567,-36.85812370333588
20221109 10:32:59,20221109,10:32:59,497935.3772051678,497386.0272051678,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2064.6227948322194,-37.947466251498554
20221109 10:33:59,20221109,10:33:59,497929.3217077959,497353.2717077959,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2070.678292204102,-44.00296362338122
20221109 10:34:59,20221109,10:34:59,497928.0217077959,497353.2717077959,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2071.9782922040904,-45.30296362336958
20221109 10:35:59,20221109,10:35:59,497929.67170779593,497353.2717077959,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2070.328292204067,-43.652963623346295
20221109 10:36:59,20221109,10:36:59,497928.3217077959,497353.2717077959,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2071.678292204102,-45.00296362338122
20221109 10:37:59,20221109,10:37:59,497931.5717077959,497353.2717077959,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2068.428292204102,-41.75296362338122
20221109 10:38:59,20221109,10:38:59,497932.96714932384,497371.61714932387,NIFTY22111018300CE:1; NIFTY22111018300PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2067.032850676158,-40.35752209543716
20221109 10:39:59,20221109,10:39:59,497931.71143021993,497381.5114302199,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2068.2885697800666,-41.613241199345794
20221109 10:40:59,20221109,10:40:59,497934.2614302199,497381.5114302199,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2065.7385697800783,-39.063241199357435
20221109 10:41:59,20221109,10:41:59,497929.41143021995,497381.5114302199,BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2070.588569780055,-43.91324119933415
20221109 10:42:59,20221109,10:42:59,497924.81276392797,497360.11276392796,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2075.18723607203,-48.5119074913091
20221109 10:43:59,20221109,10:43:59,497921.708878956,497357.458878956,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2078.2911210440216,-51.61579246330075
20221109 10:44:59,20221109,10:44:59,497924.63764396,497356.98764396,BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2075.3623560399865,-48.687027459265664
20221109 10:45:59,20221109,10:45:59,497921.68764396,497356.98764396,BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2078.312356039998,-51.637027459277306
20221109 10:46:59,20221109,10:46:59,497916.48696318397,497345.98696318397,BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1; NIFTY22111018300CE:1; NIFTY22111018300PE:1,-2083.5130368160317,-56.837708235310856
20221109 10:47:59,20221109,10:47:59,497921.0364640801,497355.8864640801,BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2078.963535919902,-52.2882073391811
20221109 10:48:59,20221109,10:48:59,497921.0658141201,497355.8658141201,BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1; NIFTY22111018250CE:1; NIFTY22111018250PE:1,-2078.934185879887,-52.258857299166266
20221109 10:49:59,20221109,10:49:59,497916.4418006201,497366.34180062014,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2083.558199379884,-56.882870799163356
20221109 10:50:59,20221109,10:50:59,497911.4726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2088.527369395888,-61.85204081516713
20221109 10:51:59,20221109,10:51:59,497911.37263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2088.6273693958647,-61.952040815143846
20221109 10:52:59,20221109,10:52:59,497912.9226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2087.0773693958763,-60.40204081515549
20221109 10:53:59,20221109,10:53:59,497914.1726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.8273693958763,-59.15204081515549
20221109 10:54:59,20221109,10:54:59,497918.52263060416,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2081.4773693958414,-54.80204081512056
20221109 10:55:59,20221109,10:55:59,497914.07263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.927369395853,-59.252040815132204
20221109 10:56:59,20221109,10:56:59,497914.2226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.777369395888,-59.10204081516713
20221109 10:57:59,20221109,10:57:59,497913.32263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2086.677369395853,-60.002040815132204
20221109 10:58:59,20221109,10:58:59,497921.57263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2078.427369395853,-51.752040815132204
20221109 10:59:59,20221109,10:59:59,497915.6726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2084.3273693958763,-57.65204081515549
20221109 11:00:59,20221109,11:00:59,497916.07263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2083.927369395853,-57.252040815132204
20221109 11:01:59,20221109,11:01:59,497914.4226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.5773693958763,-58.90204081515549
20221109 11:02:59,20221109,11:02:59,497912.12263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2087.8773693958647,-61.202040815143846
20221109 11:03:59,20221109,11:03:59,497914.32263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.677369395853,-59.002040815132204
20221109 11:04:59,20221109,11:04:59,497915.1726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2084.8273693958763,-58.15204081515549
20221109 11:05:59,20221109,11:05:59,497915.07263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2084.927369395853,-58.252040815132204
20221109 11:06:59,20221109,11:06:59,497913.9726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2086.027369395888,-59.35204081516713
20221109 11:07:59,20221109,11:07:59,497918.82263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2081.177369395853,-54.502040815132204
20221109 11:08:59,20221109,11:08:59,497919.27263060416,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2080.7273693958414,-54.05204081512056
20221109 11:09:59,20221109,11:09:59,497922.07263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2077.927369395853,-51.252040815132204
20221109 11:10:59,20221109,11:10:59,497914.82263060415,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2085.177369395853,-58.502040815132204
20221109 11:11:59,20221109,11:11:59,497916.37263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2083.6273693958647,-56.952040815143846
20221109 11:12:59,20221109,11:12:59,497915.02263060416,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2084.9773693958414,-58.30204081512056
20221109 11:13:59,20221109,11:13:59,497912.37263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2087.6273693958647,-60.952040815143846
20221109 11:14:59,20221109,11:14:59,497912.62263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2087.3773693958647,-60.702040815143846
20221109 11:15:59,20221109,11:15:59,497910.87263060414,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2089.1273693958647,-62.452040815143846
20221109 11:16:59,20221109,11:16:59,497903.9226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2096.0773693958763,-69.40204081515549
20221109 11:17:59,20221109,11:17:59,497909.9226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2090.0773693958763,-63.40204081515549
20221109 11:18:59,20221109,11:18:59,497909.6726306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2090.3273693958763,-63.65204081515549
20221109 11:19:59,20221109,11:19:59,497913.7226306041,497361.62263060414,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2086.277369395888,-59.60204081516713
20221109 11:20:59,20221109,11:20:59,497907.17954410415,497342.12954410416,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2092.8204558958532,-66.14512731513241
20221109 11:21:59,20221109,11:21:59,497908.83317555214,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.166824447864,-64.49149586714339
20221109 11:22:59,20221109,11:22:59,497908.43317555217,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.5668244478293,-64.89149586710846
20221109 11:23:59,20221109,11:23:59,497910.1331755522,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2089.8668244478176,-63.19149586709682
20221109 11:24:59,20221109,11:24:59,497908.8831755522,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.1168244478176,-64.44149586709682
20221109 11:25:59,20221109,11:25:59,497909.83317555214,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2090.166824447864,-63.491495867143385
20221109 11:26:59,20221109,11:26:59,497905.28317555215,497359.48317555216,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2094.7168244478526,-68.04149586713174
20221109 11:27:59,20221109,11:27:59,497908.19165063614,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.808349363855,-65.13302078313427
20221109 11:28:59,20221109,11:28:59,497908.0416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.9583493638784,-65.28302078315755
20221109 11:29:59,20221109,11:29:59,497908.2916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.7083493638784,-65.03302078315755
20221109 11:30:59,20221109,11:30:59,497908.3416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.65834936389,-64.9830207831692
20221109 11:31:59,20221109,11:31:59,497908.0416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.9583493638784,-65.28302078315755
20221109 11:32:59,20221109,11:32:59,497907.99165063613,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2092.0083493638667,-65.33302078314591
20221109 11:33:59,20221109,11:33:59,497907.44165063614,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2092.558349363855,-65.88302078313427
20221109 11:34:59,20221109,11:34:59,497907.7916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2092.2083493638784,-65.53302078315755
20221109 11:35:59,20221109,11:35:59,497906.0916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2093.90834936389,-67.2330207831692
20221109 11:36:59,20221109,11:36:59,497906.0916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2093.90834936389,-67.2330207831692
20221109 11:37:59,20221109,11:37:59,497906.44165063614,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2093.558349363855,-66.88302078313427
20221109 11:38:59,20221109,11:38:59,497908.3916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.6083493639017,-64.93302078318084
20221109 11:39:59,20221109,11:39:59,497908.74165063613,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2091.2583493638667,-64.58302078314591
20221109 11:40:59,20221109,11:40:59,497909.3916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2090.6083493639017,-63.93302078318084
20221109 11:41:59,20221109,11:41:59,497904.49165063613,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2095.5083493638667,-68.83302078314591
20221109 11:42:59,20221109,11:42:59,497903.1416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2096.8583493639017,-70.18302078318084
20221109 11:43:59,20221109,11:43:59,497906.7916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2093.2083493638784,-66.53302078315755
20221109 11:44:59,20221109,11:44:59,497903.5416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2096.4583493638784,-69.78302078315755
20221109 11:45:59,20221109,11:45:59,497902.3416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2097.65834936389,-70.9830207831692
20221109 11:46:59,20221109,11:46:59,497901.6416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2098.3583493639017,-71.68302078318084
20221109 11:47:59,20221109,11:47:59,497900.2916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2099.7083493638784,-73.03302078315755
20221109 11:48:59,20221109,11:48:59,497901.0916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2098.90834936389,-72.2330207831692
20221109 11:49:59,20221109,11:49:59,497899.3416506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2100.65834936389,-73.9830207831692
20221109 11:50:59,20221109,11:50:59,497900.5916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2099.40834936389,-72.7330207831692
20221109 11:51:59,20221109,11:51:59,497899.99165063613,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2100.0083493638667,-73.33302078314591
20221109 11:52:59,20221109,11:52:59,497893.2916506361,497359.0416506361,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2106.7083493638784,-80.03302078315755
20221109 11:53:59,20221109,11:53:59,497892.75972404017,497338.35972404014,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2107.2402759598335,-80.56494737911271
20221109 11:54:59,20221109,11:54:59,497878.14921400003,497329.09921400005,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2121.8507859999663,-95.1754574192455
20221109 11:55:59,20221109,11:55:59,497879.0552340402,497325.2052340402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111042000CE:1; BANKNIFTY22111042000PE:1,-2120.944765959808,-94.26943737908732
20221109 11:56:59,20221109,11:56:59,497880.66865576815,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2119.3313442318467,-92.65601565112593
20221109 11:57:59,20221109,11:57:59,497880.16865576815,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2119.8313442318467,-93.15601565112593
20221109 11:58:59,20221109,11:58:59,497879.7186557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2120.2813442318,-93.60601565107936
20221109 11:59:59,20221109,11:59:59,497881.2186557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2118.7813442318,-92.10601565107936
20221109 12:00:59,20221109,12:00:59,497882.11865576816,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2117.881344231835,-91.20601565111428
20221109 12:01:59,20221109,12:01:59,497884.16865576815,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2115.8313442318467,-89.15601565112593
20221109 12:02:59,20221109,12:02:59,497881.86865576816,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2118.131344231835,-91.45601565111428
20221109 12:03:59,20221109,12:03:59,497883.4686557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2116.5313442318,-89.85601565107936
20221109 12:04:59,20221109,12:04:59,497881.91865576815,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2118.0813442318467,-91.40601565112593
20221109 12:05:59,20221109,12:05:59,497883.7686557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2116.231344231812,-89.556015651091
20221109 12:06:59,20221109,12:06:59,497884.0186557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2115.981344231812,-89.306015651091
20221109 12:07:59,20221109,12:07:59,497882.7686557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2117.231344231812,-90.556015651091
20221109 12:08:59,20221109,12:08:59,497884.86865576816,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2115.131344231835,-88.45601565111428
20221109 12:09:59,20221109,12:09:59,497884.91865576815,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2115.0813442318467,-88.40601565112593
20221109 12:10:59,20221109,12:10:59,497889.2686557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2110.731344231812,-84.056015651091
20221109 12:11:59,20221109,12:11:59,497891.9686557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2108.0313442318,-81.35601565107936
20221109 12:12:59,20221109,12:12:59,497893.0186557682,497343.5686557682,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2106.981344231812,-80.306015651091
20221109 12:13:59,20221109,12:13:59,497890.67017113214,497343.7701711321,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2109.3298288678634,-82.65450028714258
20221109 12:14:59,20221109,12:14:59,497886.9645811402,497338.1145811402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2113.0354188597994,-86.36009027907858
20221109 12:15:59,20221109,12:15:59,497885.1145811402,497338.1145811402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2114.885418859776,-88.2100902790553
20221109 12:16:59,20221109,12:16:59,497886.4145811402,497338.1145811402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2113.5854188597878,-86.91009027906694
20221109 12:17:59,20221109,12:17:59,497888.4145811402,497338.1145811402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2111.5854188597878,-84.91009027906694
20221109 12:18:59,20221109,12:18:59,497889.1645811402,497338.1145811402,NIFTY22111018250CE:1; NIFTY22111018250PE:1; BANKNIFTY22111041900CE:1; BANKNIFTY22111041900PE:1,-2110.8354188597878,-84.16009027906694
